State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Madhya Pradesh,Harda,Harda(F&V),Papaya,Papaya,NA,23/02/2023,1800,2000,1900
Madhya Pradesh,Harda,Timarni,Bengal Gram(Gram)(Whole),Desi (Whole),NA,23/02/2023,4000,4551,4451
Madhya Pradesh,Harda,Timarni,Maize,Deshi Red,NA,23/02/2023,1900,2040,1980
Madhya Pradesh,Harda,Timarni,Soyabean,Soyabeen,NA,23/02/2023,3925,5341,5240
Madhya Pradesh,Hoshangabad,Banapura,Mustard,Other,NA,23/02/2023,5101,5101,5101
Madhya Pradesh,Hoshangabad,Banapura,Wheat,Mill Quality,NA,23/02/2023,1999,2101,2066
Madhya Pradesh,Indore,Indore(F&V),Banana,Other,NA,23/02/2023,600,2000,1200
Madhya Pradesh,Indore,Indore(F&V),Bhindi(Ladies Finger),Bhindi,NA,23/02/2023,1500,4000,2500
Madhya Pradesh,Indore,Indore(F&V),Cucumbar(Kheera),Cucumbar,NA,23/02/2023,600,1200,800
Madhya Pradesh,Indore,Indore(F&V),Green Chilli,Green Chilly,NA,23/02/2023,1500,3500,3000
Madhya Pradesh,Indore,Indore(F&V),Methi(Leaves),Methi,NA,23/02/2023,800,1600,1200
Madhya Pradesh,Indore,Indore(F&V),Pumpkin,Pumpkin,NA,23/02/2023,400,1000,600
Madhya Pradesh,Indore,Indore(F&V),Tomato,Other,NA,23/02/2023,400,800,600
Madhya Pradesh,Indore,Sanwer,Cauliflower,Other,NA,23/02/2023,500,620,510
Madhya Pradesh,Indore,Sanwer,Methi(Leaves),Other,NA,23/02/2023,750,950,850
Madhya Pradesh,Jhabua,Jhabua,Cotton,Desi,NA,23/02/2023,7490,8340,7915
Kerala,Malappuram,Perinthalmanna,Banana,Other,NA,23/02/2023,2700,2900,2800
Kerala,Malappuram,Perinthalmanna,Beetroot,Beetroot,NA,23/02/2023,1100,1300,1200
Kerala,Malappuram,Perinthalmanna,Bhindi(Ladies Finger),Bhindi,NA,23/02/2023,6400,6600,6500
Kerala,Malappuram,Perinthalmanna,Cabbage,Cabbage,NA,23/02/2023,900,1100,1000
Kerala,Malappuram,Perinthalmanna,Chikoos(Sapota),Sapota,NA,23/02/2023,3700,3900,3800
Kerala,Malappuram,Perinthalmanna,Colacasia,Other,NA,23/02/2023,5800,6200,6000
Kerala,Malappuram,Perinthalmanna,Cowpea(Veg),Cowpea (Veg),NA,23/02/2023,3100,3300,3200
Kerala,Malappuram,Perinthalmanna,Cucumbar(Kheera),Cucumbar,NA,23/02/2023,2600,2800,2700
Kerala,Malappuram,Perinthalmanna,Guava,Guava,NA,23/02/2023,4500,4700,4600
Kerala,Malappuram,Perinthalmanna,Mango,Other,NA,23/02/2023,7000,7400,7200
Kerala,Malappuram,Perinthalmanna,Orange,Orange,NA,23/02/2023,5900,6100,6000
Kerala,Malappuram,Perinthalmanna,Papaya,Papaya,NA,23/02/2023,2700,2900,2800
Kerala,Malappuram,Perinthalmanna,Tapioca,Tapioca,NA,23/02/2023,2200,2400,2300
Kerala,Malappuram,Thirurrangadi,Pumpkin,Other,NA,23/02/2023,1500,1800,1600
Kerala,Malappuram,Thirurrangadi,Tomato,Other,NA,23/02/2023,1200,1500,1400
Kerala,Palakad,Koduvayoor,Ashgourd,Other,NA,23/02/2023,2000,2800,2400
Kerala,Palakad,Koduvayoor,Banana,Poovan,NA,23/02/2023,2200,2800,2400
Kerala,Palakad,Koduvayoor,Beetroot,Other,NA,23/02/2023,1200,1800,1400
Kerala,Palakad,Koduvayoor,Bhindi(Ladies Finger),Other,NA,23/02/2023,5500,6000,5800
Kerala,Palakad,Koduvayoor,Bitter gourd,Other,NA,23/02/2023,3600,4000,3800
Kerala,Palakad,Koduvayoor,Carrot,Other,NA,23/02/2023,2400,2800,2600
Kerala,Palakad,Koduvayoor,Colacasia,Other,NA,23/02/2023,6500,7000,6800
Kerala,Palakad,Koduvayoor,Elephant Yam (Suran),Other,NA,23/02/2023,3000,4000,3500
Kerala,Palakad,Koduvayoor,French Beans (Frasbean),Other,NA,23/02/2023,4800,5400,5200
Kerala,Palakad,Koduvayoor,Garlic,Other,NA,23/02/2023,6500,7000,6800
Kerala,Palakad,Koduvayoor,Lime,Other,NA,23/02/2023,6000,6600,6400
Kerala,Palakad,Koduvayoor,Mango,Other,NA,23/02/2023,5000,5600,5400
Kerala,Palakad,Koduvayoor,Raddish,Other,NA,23/02/2023,2000,2800,2400
Kerala,Palakad,Koduvayoor,Tapioca,Other,NA,23/02/2023,2800,3400,3200
Kerala,Palakad,Kollengode,Bottle gourd,Other,NA,23/02/2023,30000,35000,32000
Kerala,Palakad,Kollengode,Cluster beans,Other,NA,23/02/2023,50000,55000,52000
Kerala,Palakad,Kollengode,Cucumbar(Kheera),Cucumbar,NA,23/02/2023,30000,35000,32000
Kerala,Palakad,Kollengode,Garlic,Other,NA,23/02/2023,120000,125000,122000
Kerala,Palakad,Palakkad,Amaranthus,Amaranthus,NA,23/02/2023,2500,3000,2800
Kerala,Palakad,Palakkad,Banana,Poovan,NA,23/02/2023,5000,6000,5600
Kerala,Palakad,Palakkad,Black Gram (Urd Beans)(Whole),Black Gram Dal,NA,23/02/2023,11200,12000,11700
Kerala,Palakad,Palakkad,Capsicum,Capsicum,NA,23/02/2023,5500,6000,5800
Kerala,Palakad,Palakkad,Cluster beans,Cluster Beans,NA,23/02/2023,4200,4600,4500
Maharashtra,Buldhana,Mehekar,Arhar (Tur/Red Gram)(Whole),Other,NA,23/02/2023,7350,8030,8000
Maharashtra,Buldhana,Mehekar,Bengal Gram(Gram)(Whole),Other,NA,23/02/2023,4050,4250,4100
Maharashtra,Buldhana,Mehekar,Soyabean,Other,NA,23/02/2023,4700,5300,5000
Maharashtra,Chandrapur,Rajura,Soyabean,Yellow,NA,23/02/2023,5095,5270,5185
Maharashtra,Chandrapur,Savali,Paddy(Dhan)(Common),Other,NA,23/02/2023,2210,2680,2450
Maharashtra,Chandrapur,Varora,Cotton,Desi,NA,23/02/2023,7100,8100,7600
Maharashtra,Dhule,Dhule,Black Gram (Urd Beans)(Whole),Other,NA,23/02/2023,4650,4650,4650
Maharashtra,Dhule,Sakri,Onion,Red,NA,23/02/2023,200,650,500
Maharashtra,Hingoli,Hingoli,Soyabean,Other,NA,23/02/2023,5005,5412,5208
Maharashtra,Hingoli,Kalamnuri,Soyabean,Yellow,NA,23/02/2023,5000,5000,5000
Maharashtra,Jalana,Partur,Bengal Gram(Gram)(Whole),Other,NA,23/02/2023,4350,4560,4510
Maharashtra,Jalana,Partur,Soyabean,Yellow,NA,23/02/2023,5100,5300,5250
Maharashtra,Jalgaon,Bhusaval,Bhindi(Ladies Finger),Other,NA,23/02/2023,2500,2500,2500
Maharashtra,Jalgaon,Bhusaval,Guar,Other,NA,23/02/2023,4000,4000,4000
Maharashtra,Jalgaon,Bhusaval,Onion Green,Other,NA,23/02/2023,1000,1000,1000
Maharashtra,Jalgaon,Bhusaval,Raddish,Other,NA,23/02/2023,1000,1000,1000
Maharashtra,Jalgaon,Chalisgaon,Maize,Yellow,NA,23/02/2023,1551,2150,1931
Maharashtra,Jalgaon,Jalgaon,Cabbage,Other,NA,23/02/2023,300,500,400
Maharashtra,Jalgaon,Jalgaon,Carrot,Other,NA,23/02/2023,1000,1500,1200
Maharashtra,Jalgaon,Jalgaon,Grapes,Other,NA,23/02/2023,2500,4000,3000
Maharashtra,Jalgaon,Jalgaon,Spinach,Other,NA,23/02/2023,1500,1500,1500
Maharashtra,Jalgaon,Pachora,Sunflower,Other,NA,23/02/2023,4915,5180,5021
Maharashtra,Kolhapur,Kolhapur,Green Chilli,Other,NA,23/02/2023,3000,5000,4000
Maharashtra,Kolhapur,Kolhapur,Onion,Other,NA,23/02/2023,400,1300,800
Maharashtra,Latur,Ahmedpur,Green Gram (Moong)(Whole),Other,NA,23/02/2023,6600,6600,6600
Maharashtra,Latur,Ahmedpur,Groundnut,Other,NA,23/02/2023,5130,5130,5130
Maharashtra,Latur,Jalkot,Bengal Gram(Gram)(Whole),Other,NA,23/02/2023,4250,4621,4425
Maharashtra,Latur,Latur,Soyabean,Yellow,NA,23/02/2023,5100,5480,5370
Maharashtra,Mumbai,Fruit Market,Mango,Other,NA,23/02/2023,7000,10000,8500
Maharashtra,Mumbai,Fruit Market,Pineapple,Other,NA,23/02/2023,1500,4000,2750
Maharashtra,Mumbai,Fruit Market,Pomegranate,Other,NA,23/02/2023,8000,16000,12000
Maharashtra,Mumbai,Mumbai,Almond(Badam),Other,NA,23/02/2023,70000,80000,75000
Maharashtra,Mumbai,Mumbai,Bengal Gram Dal (Chana Dal),Other,NA,23/02/2023,5600,6700,6200
Maharashtra,Mumbai,Mumbai,Bhindi(Ladies Finger),Other,NA,23/02/2023,4000,4400,4200
Maharashtra,Ahmednagar,Rahata,Beans,Other,NA,23/02/2023,2000,2500,2200
Maharashtra,Ahmednagar,Rahata,Beetroot,Other,NA,23/02/2023,500,500,500
Maharashtra,Ahmednagar,Rahata,Garlic,Other,NA,23/02/2023,2000,3000,2500
Maharashtra,Ahmednagar,Rahata,Green Chilli,Other,NA,23/02/2023,3000,4000,3500
Maharashtra,Ahmednagar,Rahata,Green Peas,Other,NA,23/02/2023,2500,3000,2700
Maharashtra,Ahmednagar,Rahata,Methi(Leaves),Other,NA,23/02/2023,5,7,6
Maharashtra,Ahmednagar,Rahuri,Brinjal,Other,NA,23/02/2023,500,3500,2000
Maharashtra,Ahmednagar,Rahuri,Chilly Capsicum,Other,NA,23/02/2023,1000,4800,2900
Maharashtra,Ahmednagar,Rahuri,Lime,Other,NA,23/02/2023,2000,7000,4500
Maharashtra,Ahmednagar,Shrirampur,Bitter gourd,Other,NA,23/02/2023,1500,2000,1750
Maharashtra,Ahmednagar,Shrirampur,Drumstick,Other,NA,23/02/2023,3000,4000,3550
Maharashtra,Ahmednagar,Shrirampur,Potato,Other,NA,23/02/2023,1200,1600,1400
Maharashtra,Ahmednagar,Shrirampur,Spinach,Other,NA,23/02/2023,2,4,3
Maharashtra,Akola,Akola,Cotton,Desi,NA,23/02/2023,8400,8400,8400
Maharashtra,Akola,Telhara,Wheat,Other,NA,23/02/2023,2000,2175,2090
Maharashtra,Amarawati,Amrawati(Frui & Veg. Market),Orange,Other,NA,23/02/2023,2000,2500,2250
Maharashtra,Amarawati,Daryapur,Cow,Cow,NA,23/02/2023,25600,36900,33250
Maharashtra,Amarawati,Morshi,Soyabean,Other,NA,23/02/2023,4700,5250,4975
Maharashtra,Aurangabad,Aurangabad,Arhar (Tur/Red Gram)(Whole),Other,NA,23/02/2023,7450,8000,7725
Maharashtra,Aurangabad,Aurangabad,Bhindi(Ladies Finger),Other,NA,23/02/2023,3500,4000,3500
Maharashtra,Aurangabad,Aurangabad,Bitter gourd,Other,NA,23/02/2023,1600,2000,1800
Maharashtra,Aurangabad,Aurangabad,Brinjal,Other,NA,23/02/2023,450,600,525
Maharashtra,Aurangabad,Aurangabad,Guar,Other,NA,23/02/2023,9000,11000,10000
Maharashtra,Aurangabad,Aurangabad,Onion,Other,NA,23/02/2023,100,600,350
Maharashtra,Aurangabad,Aurangabad,Orange,Other,NA,23/02/2023,2500,4000,3250
Maharashtra,Aurangabad,Aurangabad,Peas Wet,Other,NA,23/02/2023,1600,2200,1900
Maharashtra,Aurangabad,Aurangabad,Potato,Other,NA,23/02/2023,700,1400,1050
Maharashtra,Aurangabad,Aurangabad,Soyabean,Other,NA,23/02/2023,4800,5000,4900
Maharashtra,Aurangabad,Sillod,Soyabean,Other,NA,23/02/2023,5000,5300,5200
Maharashtra,Beed,Beed,Bengal Gram(Gram)(Whole),Other,NA,23/02/2023,4200,4900,4500
Maharashtra,Beed,Beed,Soyabean,Yellow,NA,23/02/2023,4500,5270,5123
Maharashtra,Beed,Gevrai,Arhar (Tur/Red Gram)(Whole),Other,NA,23/02/2023,7300,7900,7600
Maharashtra,Beed,Gevrai,Jowar(Sorghum),Red,NA,23/02/2023,2400,3950,3175
Maharashtra,Beed,Majalgaon,Arhar (Tur/Red Gram)(Whole),Other,NA,23/02/2023,6900,7700,7500
Maharashtra,Buldhana,Chikali,Bengal Gram(Gram)(Whole),Average (Whole),NA,23/02/2023,4100,4500,4300
Maharashtra,Buldhana,Deoulgaon Raja,Arhar (Tur/Red Gram)(Whole),Other,NA,23/02/2023,6500,7900,7500
Kerala,Palakad,Palakkad,French Beans (Frasbean),Other,NA,23/02/2023,3800,4200,4100
Kerala,Palakad,Palakkad,Green Avare (W),Green Avare (W),NA,23/02/2023,3000,3600,3400
Kerala,Palakad,Palakkad,Green Chilli,Green Chilly,NA,23/02/2023,3200,3600,3500
Kerala,Palakad,Palakkad,Green Gram (Moong)(Whole),Green Gram Dhall-I,NA,23/02/2023,11000,12500,11800
Kerala,Palakad,Palakkad,Pineapple,Pine Apple,NA,23/02/2023,4200,4800,4600
Kerala,Palakad,Palakkad,Tapioca,Tapioca,NA,23/02/2023,2500,3500,3100
Kerala,Palakad,Vadakkenchery,Banana,Poovan,NA,23/02/2023,3000,3500,3250
Kerala,Palakad,Vadakkenchery,Bengal Gram(Gram)(Whole),Average (Whole),NA,23/02/2023,5500,6000,5750
Kerala,Palakad,Vadakkenchery,Bhindi(Ladies Finger),Other,NA,23/02/2023,5500,6000,5750
Kerala,Palakad,Vadakkenchery,Bitter gourd,Other,NA,23/02/2023,4500,5000,4750
Kerala,Palakad,Vadakkenchery,Black Gram (Urd Beans)(Whole),Black Gram (Whole),NA,23/02/2023,9000,10000,9500
Kerala,Palakad,Vadakkenchery,Black Gram (Urd Beans)(Whole),Black Gram Dal,NA,23/02/2023,11000,12000,11500
Kerala,Thirssur,Chavakkad,Banana,Palayamthodan,NA,23/02/2023,3000,3600,3600
Kerala,Thirssur,Chavakkad,Coconut,Other,NA,23/02/2023,3000,3800,3800
Kerala,Thirssur,Chavakkad,Cucumbar(Kheera),Other,NA,23/02/2023,3600,4000,4000
Kerala,Thirssur,Chavakkad,Garlic,Other,NA,23/02/2023,9500,12000,12000
Kerala,Thirssur,Chavakkad,Pumpkin,Other,NA,23/02/2023,1600,2400,2400
Kerala,Thirssur,Chelakkara,Cabbage,Other,NA,23/02/2023,2500,2800,2600
Kerala,Thirssur,Chelakkara,Carrot,Other,NA,23/02/2023,5000,5500,5200
Kerala,Thirssur,Chelakkara,Potato,Other,NA,23/02/2023,3200,3400,3300
Kerala,Thirssur,Kodungalloor,Banana - Green,Other,NA,23/02/2023,3200,3200,3200
Kerala,Thirssur,Kodungalloor,Ginger(Green),Other,NA,23/02/2023,6500,6500,6500
Kerala,Thirssur,Kodungalloor,Pumpkin,Other,NA,23/02/2023,1000,1000,1000
Kerala,Thirssur,Kodungalloor,Sweet Potato,Other,NA,23/02/2023,2600,2600,2600
Kerala,Thirssur,Kodungalloor,Tomato,Other,NA,23/02/2023,3400,3400,3400
Kerala,Thirssur,Mattathur,Banana,Palayamthodan,NA,23/02/2023,1200,1700,1500
Kerala,Thirssur,Mattathur,Banana,Poovan,NA,23/02/2023,2500,3000,2800
Kerala,Thirssur,Mattathur,Bottle gourd,Bottle Gourd,NA,23/02/2023,1000,2000,1500
Kerala,Thirssur,Mattathur,Coconut Seed,Coconut Seed,NA,23/02/2023,3200,3400,3300
Kerala,Thirssur,Mattathur,Pumpkin,Pumpkin,NA,23/02/2023,1300,1500,1400
Kerala,Thirssur,Thrissur,Amaranthus,Amaranthus,NA,23/02/2023,1800,2000,1900
Kerala,Thirssur,Thrissur,Banana,Banana - Ripe,NA,23/02/2023,2600,3000,2800
Kerala,Thirssur,Thrissur,Banana,Robusta,NA,23/02/2023,2800,3000,2900
Kerala,Thirssur,Thrissur,Brinjal,Brinjal,NA,23/02/2023,1800,2000,1900
Kerala,Thirssur,Thrissur,Cabbage,Cabbage,NA,23/02/2023,800,1000,900
Kerala,Thirssur,Thrissur,Drumstick,Drumstick,NA,23/02/2023,11000,11500,11200
Maharashtra,Mumbai,Mumbai,Elephant Yam (Suran),Other,NA,23/02/2023,2000,2600,2300
Maharashtra,Mumbai,Mumbai,Ginger(Dry),Other,NA,23/02/2023,13000,16000,14500
Maharashtra,Mumbai,Mumbai,Ginger(Green),Other,NA,23/02/2023,4000,5800,4900
Maharashtra,Mumbai,Mumbai,Gur(Jaggery),Other,NA,23/02/2023,4200,5000,4600
Maharashtra,Mumbai,Mumbai,Maize,Other,NA,23/02/2023,2500,3300,3000
Maharashtra,Mumbai,Mumbai,Pumpkin,Other,NA,23/02/2023,2000,3000,2500
Maharashtra,Mumbai,Mumbai,Raddish,Other,NA,23/02/2023,1500,2500,2000
Maharashtra,Mumbai,Mumbai,Soanf,Other,NA,23/02/2023,20000,26000,23000
Maharashtra,Mumbai,Vashi New Mumbai,Potato,Other,NA,23/02/2023,900,1400,1100
Maharashtra,Nagpur,Kalmeshwar,Bhindi(Ladies Finger),Other,NA,23/02/2023,2535,3000,2805
Maharashtra,Nagpur,Kalmeshwar,Green Chilli,Other,NA,23/02/2023,2530,3000,2810
Maharashtra,Nagpur,Kalmeshwar,Spinach,Other,NA,23/02/2023,220,500,440
Maharashtra,Nagpur,Kamthi,Bhindi(Ladies Finger),Other,NA,23/02/2023,4000,4500,4400
Maharashtra,Nagpur,Kamthi,Coriander(Leaves),Other,NA,23/02/2023,1100,1400,1200
Maharashtra,Nagpur,Kamthi,Ginger(Green),Other,NA,23/02/2023,5000,5500,5400
Maharashtra,Nagpur,Kamthi,Tomato,Local,NA,23/02/2023,300,600,400
Maharashtra,Nagpur,Katol,Groundnut,Other,NA,23/02/2023,6651,10000,9000
Maharashtra,Nagpur,Katol,Soyabean,Yellow,NA,23/02/2023,4400,5151,4750
Maharashtra,Nagpur,Nagpur,Bhindi(Ladies Finger),Other,NA,23/02/2023,3000,4000,3750
Maharashtra,Nagpur,Nagpur,Chili Red,Other,NA,23/02/2023,8000,17000,15750
Maharashtra,Nagpur,Nagpur,Cucumbar(Kheera),Other,NA,23/02/2023,1500,1800,1750
Maharashtra,Nagpur,Nagpur,Garlic,Other,NA,23/02/2023,1500,9000,7125
Maharashtra,Nagpur,Nagpur,Green Chilli,Other,NA,23/02/2023,1800,2200,2025
Maharashtra,Nagpur,Nagpur,Green Gram (Moong)(Whole),Other,NA,23/02/2023,7000,7200,7150
Maharashtra,Nagpur,Nagpur,Potato,Other,NA,23/02/2023,600,1000,900
Maharashtra,Nagpur,Nagpur,Surat Beans (Papadi),Other,NA,23/02/2023,1000,1800,1625
Maharashtra,Nagpur,Nagpur,Tomato,Local,NA,23/02/2023,700,800,775
Maharashtra,Nagpur,Ramtek,Garlic,Other,NA,23/02/2023,5000,6000,5500
Maharashtra,Nagpur,Ramtek,Green Peas,Other,NA,23/02/2023,1400,1600,1500
Maharashtra,Nagpur,Ramtek,Onion,Other,NA,23/02/2023,1800,2000,1900
Maharashtra,Nagpur,Ramtek,Potato,Other,NA,23/02/2023,1000,1400,1200
Maharashtra,Nagpur,Savner,Soyabean,Yellow,NA,23/02/2023,4401,4500,4451
Maharashtra,Nanded,Bhokar,Arhar (Tur/Red Gram)(Whole),Other,NA,23/02/2023,6000,7578,6790
Maharashtra,Nanded,Bhokar,Bengal Gram(Gram)(Whole),Other,NA,23/02/2023,3349,4429,3890
Maharashtra,Nanded,Deglur,Bengal Gram(Gram)(Whole),Other,NA,23/02/2023,4511,4568,4539
Maharashtra,Nanded,Himalyatnagar,Soyabean,Yellow,NA,23/02/2023,5000,5200,5100
Kerala,Thirssur,Thrissur,Little gourd (Kundru),Other,NA,23/02/2023,2800,3000,2900
Kerala,Thirssur,Thrissur,Mango (Raw-Ripe),Mango - Raw-Ripe,NA,23/02/2023,4500,5000,4800
Kerala,Thirssur,Thrissur,Pumpkin,Pumpkin,NA,23/02/2023,600,800,700
Kerala,Thirssur,Thrissur,Tapioca,Tapioca,NA,23/02/2023,2600,2800,2700
Kerala,Thirssur,Wadakkanchery,Ashgourd,Ashgourd,NA,23/02/2023,3000,3500,3500
Kerala,Thirssur,Wadakkanchery,Bhindi(Ladies Finger),Bhindi,NA,23/02/2023,5000,5500,5500
Kerala,Thirssur,Wadakkanchery,Cabbage,Cabbage,NA,23/02/2023,2400,2700,2700
Kerala,Thirssur,Wadakkanchery,Coconut,Coconut,NA,23/02/2023,3300,3600,3600
Kerala,Thiruvananthapuram,Attingal,Brinjal,Other,NA,23/02/2023,3500,4000,4000
Kerala,Thiruvananthapuram,Attingal,Colacasia,Other,NA,23/02/2023,7800,8000,8000
Kerala,Thiruvananthapuram,Chala,Apple,Apple,NA,23/02/2023,20000,20500,20000
Kerala,Thiruvananthapuram,Chala,Banana,Poovan,NA,23/02/2023,4000,4200,4000
Kerala,Thiruvananthapuram,Chala,Banana - Green,Other,NA,23/02/2023,2800,3000,2800
Kerala,Thiruvananthapuram,Chala,Beetroot,Other,NA,23/02/2023,4000,4200,4000
Kerala,Thiruvananthapuram,Chala,Brinjal,Other,NA,23/02/2023,4000,4200,4000
Kerala,Thiruvananthapuram,Chala,Carrot,Other,NA,23/02/2023,4000,4200,4000
Kerala,Thiruvananthapuram,Chala,Onion,Big,NA,23/02/2023,1850,1900,1850
Kerala,Thiruvananthapuram,Chala,Orange,Other,NA,23/02/2023,8000,8200,8000
Kerala,Thiruvananthapuram,Chala,Snakeguard,Other,NA,23/02/2023,3000,3200,3000
Kerala,Thiruvananthapuram,Nedumangadu,Elephant Yam (Suran),Elephant Yam (Suran),NA,23/02/2023,3700,5000,3800
Kerala,Thiruvananthapuram,Neyyatinkara,Amphophalus,Amphophalus,NA,23/02/2023,3500,4000,3700
Kerala,Thiruvananthapuram,Neyyatinkara,Banana - Green,Banana - Green,NA,23/02/2023,7600,8000,7800
Kerala,Thiruvananthapuram,Neyyatinkara,Beetroot,Beetroot,NA,23/02/2023,4500,5000,4700
Kerala,Thiruvananthapuram,Neyyatinkara,Brinjal,Brinjal,NA,23/02/2023,4500,5000,4600
Kerala,Thiruvananthapuram,Neyyatinkara,Cabbage,Other,NA,23/02/2023,4100,4500,4200
Kerala,Thiruvananthapuram,Neyyatinkara,Cluster beans,Other,NA,23/02/2023,7500,8000,7700
Kerala,Thiruvananthapuram,Neyyatinkara,Colacasia,Colacasia,NA,23/02/2023,5400,6000,5600
Kerala,Thiruvananthapuram,Neyyatinkara,Coriander(Leaves),Coriander,NA,23/02/2023,7500,8000,7800
Kerala,Thiruvananthapuram,Pothencode,Beetroot,Other,NA,23/02/2023,8750,8800,8780
Kerala,Thiruvananthapuram,Pothencode,Carrot,Other,NA,23/02/2023,22000,22080,22040
Kerala,Thiruvananthapuram,Pothencode,Cucumbar(Kheera),Other,NA,23/02/2023,32500,32580,32540
Kerala,Thiruvananthapuram,Pothencode,Garlic,Average,NA,23/02/2023,30000,30080,30040
Kerala,Thiruvananthapuram,Pothencode,Green Chilli,Other,NA,23/02/2023,16500,16580,16540
Madhya Pradesh,Khandwa,Harsood,Soyabean,Yellow,NA,23/02/2023,4000,5350,5290
Madhya Pradesh,Khargone,Khargone,Green Chilli,Green Chilly,NA,23/02/2023,1000,2500,1500
Madhya Pradesh,Khargone,Khargone,Potato,(Red Nanital),NA,23/02/2023,800,1500,1000
Madhya Pradesh,Khargone,Segaon,Wheat,Lokwan,NA,23/02/2023,2275,2300,2290
Madhya Pradesh,Mandsaur,Daloda,Soyabean,Soyabeen,NA,23/02/2023,4700,5600,5400
Madhya Pradesh,Mandsaur,Mandsaur,Lentil (Masur)(Whole),Other,NA,23/02/2023,4651,5580,5110
Madhya Pradesh,Mandsaur,Mandsaur(F&V),Lemon,Other,NA,23/02/2023,2200,3300,2660
Madhya Pradesh,Morena,Sabalgarh,Wheat,Deshi,NA,23/02/2023,2411,2788,2580
Madhya Pradesh,Panna,Panna,Lentil (Masur)(Whole),Masoor Gola,NA,23/02/2023,5300,5350,5330
Madhya Pradesh,Panna,Panna,White Peas,Other,NA,23/02/2023,3720,3770,3740
Madhya Pradesh,Raisen,Udaipura,Alasande Gram,Alasande Gram,NA,23/02/2023,4400,4675,4600
Madhya Pradesh,Raisen,Udaipura,Green Gram (Moong)(Whole),Medium,NA,23/02/2023,5000,7400,6000
Madhya Pradesh,Sagar,Sagar(F&V),Pumpkin,Other,NA,23/02/2023,1000,1200,1100
Madhya Pradesh,Shajapur,Kalapipal,Lentil (Masur)(Whole),Masoor Gola,NA,23/02/2023,5080,5690,5480
Madhya Pradesh,Shajapur,Kalapipal,Soyabean,Yellow,NA,23/02/2023,4990,5495,5280
Madhya Pradesh,Shajapur,Susner,Corriander seed,Other,NA,23/02/2023,4890,6000,5200
Madhya Pradesh,Sheopur,Syopurkalan(F&V),Papaya,Other,NA,23/02/2023,2500,2800,2600
Madhya Pradesh,Sheopur,Syopurkalan(F&V),Spinach,Other,NA,23/02/2023,1000,1500,1300
Madhya Pradesh,Shivpuri,Shivpuri(F&V),Spinach,Other,NA,23/02/2023,700,700,700
Madhya Pradesh,Tikamgarh,Palera,Wheat,Mill Quality,NA,23/02/2023,1970,2040,2000
Madhya Pradesh,Ujjain,Badnagar,Peas(Dry),Peas(Dry),NA,23/02/2023,3230,4100,3800
Madhya Pradesh,Ujjain,Badnagar,Soyabean,Yellow,NA,23/02/2023,4244,5570,5450
Madhya Pradesh,Ujjain,Badnagar,Wheat,Other,NA,23/02/2023,1980,2200,2150
Madhya Pradesh,Vidisha,Lateri,Lak(Teora),Lak (Whole),NA,23/02/2023,3050,3115,3050
Maharashtra,Ahmednagar,Karjat,Rice,Other,NA,23/02/2023,3200,4000,3600
Maharashtra,Ahmednagar,Kopargaon,Bengal Gram(Gram)(Whole),Other,NA,23/02/2023,3600,4503,4450
Maharashtra,Ahmednagar,Kopargaon,Jowar(Sorghum),Other,NA,23/02/2023,4040,4040,4040
Maharashtra,Sholapur,Mangal Wedha,Bhindi(Ladies Finger),Other,NA,23/02/2023,2300,3900,3000
Maharashtra,Sholapur,Solapur,Arhar (Tur/Red Gram)(Whole),Other,NA,23/02/2023,7000,8080,7800
Maharashtra,Sholapur,Solapur,Beans,Other,NA,23/02/2023,1000,1500,1200
Maharashtra,Sholapur,Solapur,Bitter gourd,Other,NA,23/02/2023,1500,3000,2000
Maharashtra,Sholapur,Solapur,Coriander(Leaves),Other,NA,23/02/2023,300,500,400
Maharashtra,Sholapur,Solapur,Karbuja(Musk Melon),Other,NA,23/02/2023,500,2200,1000
Maharashtra,Sholapur,Solapur,Lime,Other,NA,23/02/2023,600,6100,3100
Maharashtra,Sholapur,Solapur,Rice,Other,NA,23/02/2023,3005,6045,3900
Maharashtra,Sholapur,Solapur,Water Melon,Other,NA,23/02/2023,500,4000,2000
Maharashtra,Sholapur,Solapur,Wheat,Sharbati,NA,23/02/2023,2600,3800,2900
Maharashtra,Thane,Murbad,Bhindi(Ladies Finger),Other,NA,23/02/2023,1500,2500,2000
Maharashtra,Thane,Palghar,Wheat,Other,NA,23/02/2023,3150,3150,3150
Maharashtra,Vashim,Karanja,Bengal Gram(Gram)(Whole),Other,NA,23/02/2023,4200,4530,4400
Maharashtra,Vashim,Washim(Ansing),Arhar (Tur/Red Gram)(Whole),Other,NA,23/02/2023,7000,7800,7350
Maharashtra,Vashim,Washim(Ansing),Soyabean,Yellow,NA,23/02/2023,5000,5300,5150
Maharashtra,Vashim,Washim(Ansing),Wheat,Maharashtra 2189,NA,23/02/2023,2000,2250,2100
Maharashtra,Wardha,Ashti(Karanja),Arhar (Tur/Red Gram)(Whole),Other,NA,23/02/2023,6550,7785,7350
Maharashtra,Wardha,Hinganghat,Soyabean,Yellow,NA,23/02/2023,4500,5320,4880
Maharashtra,Wardha,Wardha,Arhar (Tur/Red Gram)(Whole),Other,NA,23/02/2023,7310,8075,7650
